,CollegeName,TotalRegistrations,State
1915,Rishiubrwomenscollege,1,Assam
2444,"ASSAM UNIVERSITY, SILCHAR",1,Assam
2541,ASSAM DOWN TOWN UNIVERSITY,1,Assam
2542,ASSAM KAZIRANGA UNIVERSITY,1,Assam
2794,AASU DEVELOPER,1,Assam
2433,TORRENS UNIVERSITY,1,AUSTRALIA
942,JOHANNES KEPLER UNIVERSITY,1,AUSTRIA
262,INDIAN INSTITUTE OF TECHNOLOGY PATNA,8,Bihar
388,IIT PATNA,4,Bihar
439,AKIT - ABDULKALAM INST OF TECHNOLOGY AND SCI,4,Bihar
975,Indian institute of technology patna,1,Bihar
1008,"INDIAN INSTITUTE OF TECHNOLOGY, PATNA",1,Bihar
1039,"INDIAN INSTITUTE OF TECHNOLOGY,PATNA",1,Bihar
1096,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY BHAGALPUR,1,Bihar
1412,GOVERNMENT POLYTECHNIC BUXAR,1,Bihar
1414,GOVERNMENT POLYTECHNIC FOR WOMENS,1,Bihar
1438,NATIONAL INSTITUTE OF TECHNOLOGY PATNA,1,Bihar
1442,GOVERNMENT ENGINEERING COLLEGE SAMASTIPUR,1,Bihar
2595,VEER KUNWAR SINGH UNIVERSITY,1,Bihar
1462,NIT PATNA,1,Bihar
1521,NIT-PATNA (NATIONAL INSTITUTE OF TECHNOLOGY- PATNA),1,Bihar
1789,RG KEDIA COLLEGE OF COURSE,1,Bihar
1952,CONCORDIA UNIVERSITY,1,CANADA
2046,SIMON FRASER UNIVERSITY,1,CANADA
2509,UNIVERSITY OF OTTAWA,1,CANADA
247,CHANDIGARH COLLEGE OF ENGINEERING,9,Chandigarh
2009,CHANDIGARH ENGINEERING COLLEGE,1,Chandigarh
1370,GURU GHASIDAS CENTRAL UNIVERSITY,1,Chhattisgarh
1972,CHHS,1,Chhattisgarh
1974,CHIRAYU,1,Chhattisgarh
2352,SWAMI VIVEKANAND INSTITUTE OF TECHNOLOGY,1,Chhattisgarh
2412,THE ICFAI UNIVERSITY RAIPUR,1,Chhattisgarh
1411,NANAKRAM BHAGWANDAS SCIENCE AND PG COLLEGE,1,Chhattisgarh
408,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN,4,Delhi
417,DR BR AMBEDKAR UNIVERSITY,4,Delhi
508,GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY,3,Delhi
558,NATIONAL INSTITUTE OF TECHNOLOGY DELHI,3,Delhi
576,UNIVERSITY OF DELHI,2,Delhi
728,CIET,2,Delhi
755,IIT DELHI,2,Delhi
819,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN (IGDTUW),2,Delhi
820,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY,2,Delhi
1000,INSTITUTE OF INFORMATICS AND COMMUNICATION,1,Delhi
1001,"INSTITUTE OF INFORMATICS AND COMMUNICATION, UNIVERSITY OF DELHI",1,Delhi
1042,INDIRA GANDHI DELHI TECHNICAL UNVERSITY FOR WOMEN,1,Delhi
1043,INDIRA GANDHI NATIONAL OPEN UNIVERSITY,1,Delhi
1130,"IIT- INDIAN INSTITUTE OF TECHNOLOGY,DELHI",1,Delhi
1207,IGNOU,1,Delhi
1223,MAHARAJA SURAJMAL INSTITUTE (GGSIPU),1,Delhi
1224,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,1,Delhi
1367,GTBIT GGSIPU,1,Delhi
1468,NIFT,1,Delhi
1489,NIT DELHI,1,Delhi
1520,NSUT,1,Delhi
1875,DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY,1,Delhi
1977,"CLUSTER INNOVATION CENTRE, UNIVERSITY OF DELHI",1,Delhi
2373,TERI SCHOOL OF ADVANCED STUDIES,1,Delhi
2391,"Acharya Narendra Dev College, University Of Delhi",1,Delhi
2513,"USAR,GGSIPU",1,Delhi
1013,INDRAPRASTHA INSTITUTE OF INFORMATION AND TECHNOLOGY,1,Delhi
1248,"MAIT,DELHI",1,Delhi
2314,BHAGWAN PARSHURAM INSTITUTE OF TECHNOLOGY,1,Delhi
1266,MANIPAL UNIVERSITY DUBAI,1,DUBAI
540,UNIVERSITY OF EAST LONDON,3,ENGLAND
2481,UNIVERSITY OF BRISTOL,1,ENGLAND
2497,UNIVERSITY OF HERTFORDSHIRE,1,ENGLAND
872,ADDIS ABABA UNIVERSITY,1,Ethiopia
1280,"MAYNOOTH UNIVERSITY, IRELAND",1,EUROPE
1415,GOVERNMENT POLYTECHNIC PANJIM,1,Goa
1847,DIABSOLUT,1,Goa
1045,KIM'S,1,Goa
2187,BITS GOA,1,Goa
121,PARUL UNIVERSITY,33,Gujarat
611,PARUL INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Gujarat
775,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY , VADODARA",2,Gujarat
825,UNIVERSAL COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Gujarat
971,ITM SLS BARODA UNIVERSITY,1,Gujarat
1015,INDUS UNIVERSITY,1,Gujarat
1048,KITS AKSHAR,1,Gujarat
1124,IIT GANDHINAGAR,1,Gujarat
1161,IIIT VADODARA,1,Gujarat
1162,IIIT VADODARA INTERNATIONAL CAMPUS DIU,1,Gujarat
1434,"NATIONAL FORENSIC SCIENCES UNIVERSITY, GANDHINAGAR",1,Gujarat
1570,"PANDIT DEENDAYAL ENERGY UNIVERSITY, GANDHINAGAR",1,Gujarat
1605,Pandit Deendayal Energy University,1,Gujarat
1945,SAMSKAR ELECTRONICS PVT LTD,1,Gujarat
2355,SWAMINARAYAN GURUKUL INTERNATIONAL SCHOOL,1,Gujarat
2365,Simform,1,Gujarat
1014,"INDUS INSTITUTE OF TECHNOLOGY, RAMCHANDRA",1,Gujarat
1051,"KARNAVATI UNIVERSITY, GANDHINAGAR",1,Gujarat
1582,PARUL INSTITUTE OF TECHNOLOGY,1,Gujarat
74,GD GOENKA UNIVERSITY,73,Haryana
518,MANAV RACHNA UNIVERSITY,3,Haryana
932,K.R.MANGALAM UNIVERSITY,1,Haryana
1158,IIIT SONEPAT HARYANA,1,Haryana
1230,MAHARISHI MARKANDESHWAR DEEMED TO BE UNIVERSITY,1,Haryana
1231,MAHARISHI MARKANDESHWAR(DEEMED TO BE UNIVERSITY),1,Haryana
1263,MANAV RACHNA INTERNATIONAL INSTITUTE OF RESEARCH AND STUDIES,1,Haryana
1467,NEWTON SCHOOL OF TECHNOLOGY(RISHIHOOD UNIVERSITY),1,Haryana
1483,GD.GOENKA UNIVERSITY,1,Haryana
1523,GENPACT PVT LTD,1,Haryana
1531,GD GOENKA,1,Haryana
1719,DRONACHARYA COLLEGE OF ENGINEERING,1,Haryana
1856,RISHIHOOD UNIVERSITY,1,Haryana
1885,DCRUST,1,Haryana
1929,CUH,1,Haryana
1932,"Chaudhary Devi Lal University, Sirsa",1,Haryana
2233,BML MUNJAL UNIVERSITY,1,Haryana
1491,NIT KURUKSHETRA,1,Haryana
894,JAYPEE UNIVERSITY OF INFORMATION TECHNOLOGY WAKNAGHAT SOLAN HIMACHAL PRADESH,1,Himachal Pradesh
1040,INDIAN INTITUTE OF TECHNOLOGY MANDI,1,Himachal Pradesh
1318,HIMACHAL PRADESH TECHNICAL UNIVERSITY,1,Himachal Pradesh
2511,UNIVERSITY OF STERLING,1,US
701,SHRI MATA VAISHNO DEVI UNIVERSITY,2,Jammu and Kashmir
1126,IIT JAMMU,1,Jammu and Kashmir
2111,CENTRAL UNIVERSITY OF JAMMU,1,Jammu and Kashmir
790,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY RANCHI,2,Jharkhand
849,K.K. COLLEGE OF ENGINEERING AND MANAGEMENT,2,Jharkhand
962,K. K COLLEGE OF ENGINEERING AND MANAGEMENT,1,Jharkhand
1062,INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES )DHANBAD,1,Jharkhand
1081,KK COLLEGE OF ENGINEERING AND MANAGEMENT,1,Jharkhand
1082,KK COLLEGE OF ENGINEERING AND MANAGEMENT DHANBAD,1,Jharkhand
2282,BIRLA INSTITUTE OF TECHNOLOGY MESRA,1,Jharkhand
2285,"BIRSA INSTITUTE OF TECHNOLOGY, SINDRI, DHANBAD",1,Jharkhand
1163,IIT (ISM) DHANBAD,1,Jharkhand
2283,"BIRLA INSTITUTE OF TECHNOLOGY, MESRA",1,Jharkhand
64,CMRM - CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),97,Karnataka
147,PRESIDENCY UNIVERSITY,22,Karnataka
207,JAIN UNIVERSITY,12,Karnataka
211,MANIPAL INSTITUTE OF TECHNOLOGY,12,Karnataka
246,"CHRIST UNIVERSITY,BANGALORE",9,Karnataka
264,THE OXFORD COLLEGE OF ENGINEERING,8,Karnataka
311,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DHARWAD,6,Karnataka
322,REVA UNIVERSITY,5,Karnataka
356,ALLIANCE UNIVERSITY,5,Karnataka
376,PES UNIVERSITY,4,Karnataka
435,ACCENTURE,4,Karnataka
442,SMIC - ST MARYS INTEGRATED CAMPUS,4,Karnataka
450,JSSATE BANGLORE,3,Karnataka
456,GITAM BANGALORE,3,Karnataka
549,VEMANA INSTITUTE OF TECHNOLOGY,3,Karnataka
571,"ACHARYA INSTITUTE OF TECHNOLOGY , BANGALORE",2,Karnataka
604,"AMRITA SCHOOL OF ENGINEERING, BENGALURU",2,Karnataka
606,GARDEN CITY UNIVERSITY,2,Karnataka
623,PRESIDENCY UNIVERSITY BANGALORE,2,Karnataka
630,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA SURATHKAL,2,Karnataka
631,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA,2,Karnataka
640,EAST WEST INSTITUTE OF TECHNOLOGY,2,Karnataka
666,MVJ COLLEGE OF ENGINEERING,2,Karnataka
669,DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT,2,Karnataka
697,RV UNIVERSITY,2,Karnataka
698,Rishi Ubr Women'S,2,Karnataka
702,CENTRAL UNIVERSITY OF KARNATAKA,2,Karnataka
703,CMR UNIVERSITY,2,Karnataka
709,"MANIPAL INSTITUTE OF TECHNOLOGY, MANIPAL",2,Karnataka
710,MANIPAL INSTITUTE OF TECHNOLOGY BANGALORE,2,Karnataka
732,SRINIVAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Karnataka
767,BNM INSTITUTE OF TECHNOLOGY,2,Karnataka
791,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY RAICHUR,2,Karnataka
797,BALLARI INSTITUTE OF TECHNOLOGY AND MANAGEMENT,2,Karnataka
815,UNIVERSITY COLLEGE OF SCIENCE,2,Karnataka
818,INFOSYS,2,Karnataka
855,JAIN DEEMED TO BE UNIVERSITY,2,Karnataka
861,- CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),1,Karnataka
900,JAIN (DEEMED-TO-BE UNIVERSITY),1,Karnataka
901,JAIN COLLEGE,1,Karnataka
902,JAIN COLLEGE OF ENGINEERING,1,Karnataka
903,JAIN UNIVERSITY BANGALORE,1,Karnataka
904,"JAIN UNIVERSITY, BANGALORE",1,Karnataka
946,JSS ACADEMY OF TECHNICAL EDUCATION,1,Karnataka
947,JSS COLLEGE FOR WOMEN CHAMARAJANAGAR,1,Karnataka
956,"JSS SCIENCE AND TECHNOLOGY UNIVERSITY, MYSURU",1,Karnataka
974,Iit Dharwad,1,Karnataka
1005,"INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY, BANGALORE",1,Karnataka
1046,KISHKINDHA UNIVERSITY,1,Karnataka
1053,KBN PG CENTER,1,Karnataka
1091,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY- DHARWAD,1,Karnataka
1095,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY (IIIT), DHARWAD",1,Karnataka
1111,KODNEST,1,Karnataka
1137,KRISTU JAYANTI COLLEGE,1,Karnataka
1139,"KSSEM,VTU",1,Karnataka
1182,M S RAMAIAH UNIVERSITY OF APPLIED SCIENCE,1,Karnataka
1209,IIIT BANGALORE,1,Karnataka
1264,MANIPAL ACADEMY OF HIGHER EDUCATION,1,Karnataka
1291,IBM,1,Karnataka
1292,GVIC- GOLDEN VALLEY INTEGRATED CAMPUS,1,Karnataka
1306,MIT MANIPAL,1,Karnataka
1307,MIT Manipal,1,Karnataka
1315,HKBK COLLEGE OF ENGINEERING,1,Karnataka
1323,MMR INSTITUTE OF TECHNOLOGY,1,Karnataka
1328,MOODLAKATTE INSTITUTE OF TECHNOLOGY KUNDAPURA,1,Karnataka
1329,MOTHER THERESA DEGREE COLLEGE,1,Karnataka
1334,MPHASIS,1,Karnataka
1357,MS RAMAIAH INSTITUTE OF TECHNOLOGY,1,Karnataka
1373,GURUKUL DEGREES COLLEGE KALABURAGI,1,Karnataka
1391,Manipal Institute of Technology Bangalore,1,Karnataka
1393,NAAC,1,Karnataka
1402,NAGARJUNA COLLEGE OF ENGEERING AND TECHNOLOGY,1,Karnataka
1439,NATIONAL INSTITUTE OF TECHNOLOGY SURATHKAL,1,Karnataka
1460,NIT Karnataka,1,Karnataka
1477,GITAM UNIVERSITY BENGALURU,1,Karnataka
1479,"GITAM UNIVERSITY, BENGALURU",1,Karnataka
1556,PESITM,1,Karnataka
1563,P.E.S COLLEGE OF ENGINEERING,1,Karnataka
1571,ORACLE INDIA PVT LTD,1,Karnataka
1613,PRESIDENCY UNIVERSITY RAJANKUNTE,1,Karnataka
1614,PRESIDENCY UNIVERSITY.,1,Karnataka
1642,R V INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Karnataka
1680,RAJARAJESWARI COLLEGE OF ENGINEERING,1,Karnataka
1687,EAST POINT COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
1778,RAMAIAH INSTITUTE OF TECHNOLOGY,1,Karnataka
1779,RAMAIAH UNIVERSITY OF APPLIED SCIENCES,1,Karnataka
1831,ROBERT BOSCH GLOBAL SOFTWARE,1,Karnataka
1866,RV INSTITUTE OF TECHNOLOGY,1,Karnataka
1867,RV INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Karnataka
1868,RVCE,1,Karnataka
1874,RISHI UBR WOMEN'S DEGREE,1,Karnataka
1877,DAVID MEMORIAL COLLEGE,1,Karnataka
1878,DAYANAND SAGAR COLLEGE OF ENGINEERING,1,Karnataka
1879,DAYANANDA SAGAR ACADEMY OF TECH & MGMT,1,Karnataka
1880,"DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT (DSATM) , BANGLORE",1,Karnataka
1881,DAYANANDA SAGAR COLLEGE OF ENGINEERING,1,Karnataka
1882,DAYANANDA SAGAR COLLEGE OF ENGINEERING COLLEGE,1,Karnataka
1902,Rishi ubr women's college B.COM,1,Karnataka
1912,"SAHYADRI COLLEGE OF ENGINEERING AND MANAGEMENT, MANGALORE",1,Karnataka
1918,S J C INSTITUTE OF TECHNOLOGY,1,Karnataka
1942,SAI VIDYA INSTITUTE OF TECHNOLOGY,1,Karnataka
1975,CHRIST ACADEMY INSTITUTE FOR ADVANCED STUDIES,1,Karnataka
1976,CHRIST UNIVERSITY,1,Karnataka
1984,SCALER,1,Karnataka
1988,SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY & MANAGEMENT (SMVITM),1,Karnataka
1997,SEA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
2006,"CHANAKYA UNIVERSITY, BENGALURU",1,Karnataka
2017,SHREE MEDHA DEGREE COLLEGE,1,Karnataka
2036,SJC INSTITUTE OF TECHNOLOGY,1,Karnataka
2037,SJM INSTITUTE OF TECHNOLOGY,1,Karnataka
2062,SIR M VISVESVARAYA COLLGE OF ENGINEERING,1,Karnataka
2063,SIR MVIT INSTITUTE OF TECHNOLOGY,1,Karnataka
2080,CGI,1,Karnataka
2106,CAMBRIDGE INSTITUTE OF TECHNOLOGY,1,Karnataka
2107,CARGILL BUSINESS SERVICES,1,Karnataka
2145,SRI SAIRAM COLLEGE OF ENGINEERING,1,Karnataka
2162,"SRI VENKATESHWARA COLLEGE OF ENGINEERING, BENGALURU",1,Karnataka
2163,"SRI VENKATESHWARA COLLEGE,BENGALORE",1,Karnataka
2188,SRINIVAS UNIVERSITY,1,Karnataka
2189,SRINIVAS UNIVERSITY COLLEGE OF ENGINEERING,1,Karnataka
2236,BMSCE,1,Karnataka
2278,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,1,Karnataka
2308,BBCIT,1,Karnataka
2341,BALLARI INSTITUTE OF TECHNOLOGY & MANAGEMENT,1,Karnataka
2344,BANGALORE INSTITUTE OF TECHNOLOGY,1,Karnataka
2345,BANGALORE INSTITUTE OF TECHNOLOGY BENGALURU,1,Karnataka
2387,T JOHN INSTITUTE OF TECHNOLOGY,1,Karnataka
2512,UNIVERSITY OF VISVESVARAYA COLLEGE OF ENGINEERING,1,Karnataka
2515,ATRIA INSTITUTE OF TECHNOLOGY,1,Karnataka
2533,"APS COLLEGE OF ENGINEERING (VTU), KARNATAKA",1,Karnataka
2614,VIDYA VARDHAKA COLLEGE OF ENGINEERING,1,Karnataka
2628,AMRITA VISHWA VIDYAPEETHAM - BENGALURU,1,Karnataka
2630,AMRITA VISHWA VIDYAPEETHAM MYSURU CAMPUS,1,Karnataka
2632,"AMRITA VISHWA VIDYAPEETHAM, BANGALORE",1,Karnataka
2659,VFX INDUSTRY,1,Karnataka
2679,AMRITA SCHOOL OF ENGINEERING,1,Karnataka
2707,AMITY UNIVERSITY BENGALURU,1,Karnataka
2716,ALVA'S INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
2738,VISVESWARAYA TECHNOLOGICAL UNIVERSITY BELAGAVI,1,Karnataka
2749,AL AMEEN ENGINEERING COLLEGE,1,Karnataka
2797,ACHARYA INSTITUTE OF MANAGEMENT AND SCIENCES,1,Karnataka
2800,VTU BELGAUM,1,Karnataka
2805,WIPRO,1,Karnataka
2806,WIPRO PRIVATE LIMITED,1,Karnataka
601,NITTE MEENAKSHI INSTITUTE OF TECHNOLOGY,2,Karnataka
955,JSS SCIENCE AND TECHNOLOGY UNIVERSITY MYSURU,1,Karnataka
1055,KDR,1,Karnataka
1102,KLE TECHNOLOGICAL UNIVERSITY,1,Karnataka
1183,M S RAMAIAH UNIVERSITY OF APPLIED SCIENCE BANGALORE,1,Karnataka
1187,IIIT RAICHUR,1,Karnataka
1265,"MANIPAL ACADEMY OF HIGHER EDUCATION, BENGALURU",1,Karnataka
1358,MS RAMAIAH UNIVERSITY OF APPLIED SCIENCES,1,Karnataka
1478,"GITAM UNIVERSITY, BANGALORE",1,Karnataka
1824,DR AMBEDKAR INSTITUTE OF TECHNOLOGY,1,Karnataka
1886,CONCENTRIX,1,Karnataka
1985,SCALER SCHOOL OF TECHNOLOGY,1,Karnataka
2025,SHRIDEVI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
2184,BRINDAVAN VOLLEGE OF ENGENERING,1,Karnataka
2642,"VIAT, CENTRE OF PG STUDIES, BANGALORE",1,Karnataka
2742,AJ INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
145,TCEK - TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,22,Kerala
204,MGUNSF - MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,12,Kerala
237,KUEWSF - UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,10,Kerala
296,MAHATMA GANDHI UNIVERSITY,7,Kerala
362,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATMA GANDHI UNIVERSITY,5,Kerala
381,NATIONAL INSTITUTE OF TECHNOLOGY CALICUT,4,Kerala
420,TKM COLLEGE OF ENGINEERING,4,Kerala
470,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY KOTTAYAM,3,Kerala
471,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTTAYAM",3,Kerala
635,AMRITA UNIVERSITY,2,Kerala
694,"MGU, UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY",2,Kerala
1069,"INDIAN INSTITUTE OF TECHNOLOGY, PALAKKAD (IIT PKD)",1,Kerala
1298,MGU,1,Kerala
1458,"NATIONAL INSTITUTE OF TECHNOLOGY, CALICUT",1,Kerala
1682,RAJEEV GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Kerala
2089,SREEN,1,Kerala
2427,"TKM COLLEGE OF ENGINEERING, KARICODE, KOLLAM , KERALA",1,Kerala
2429,"TKM COLLEGE OF ENGINEERING,KOLLAM",1,Kerala
2430,TKM College of Engineering,1,Kerala
2432,TOCE,1,Kerala
2451,UCET MAHATMA GANDHI UNIVERSITY,1,Kerala
2457,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATAMA GANDHI UNIVERSITY,1,Kerala
2485,AUDI SANKAR COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Kerala
2677,AMRITA,1,Kerala
2678,AMRITA SCHOOL OF ARTS AND SCIENCE,1,Kerala
1683,RAJEEV GANDHI INSTITUTE OF TECHNOLOGY,1,Kerala
2426,TKM COLLEGE OF ENGINEERING KOLLAM,1,Kerala
2428,"TKM COLLEGE OF ENGINEERING, KOLLAM, KERALA, 691005",1,Kerala
284,VIT BHOPAL UNIVERSITY,7,Madhya Pradesh
413,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY BHOPAL,4,Madhya Pradesh
550,IIIT BHOPAL,3,Madhya Pradesh
575,ATAL BIHARI VAJPAYEE INDIAN INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT GWALIOR,2,Madhya Pradesh
693,"MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY, BHOPAL",2,Madhya Pradesh
854,ITM UNIVERSITY GWALIOR,2,Madhya Pradesh
893,JAYPEE UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1,Madhya Pradesh
966,IPS academy Indore RGPV affiliated,1,Madhya Pradesh
972,ITM UNIVERSITY,1,Madhya Pradesh
1066,INDIAN INSTITUTE OF TECHNOLOGY INDORE,1,Madhya Pradesh
1078,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, BHOPAL",1,Madhya Pradesh
1125,IIT INDORE,1,Madhya Pradesh
1167,"LAKSHMI NARAIN COLLEGE OF TECHNOLOGY ,BHOPAL",1,Madhya Pradesh
1208,"IGNTU, AMARKANTAK",1,Madhya Pradesh
1234,IES IPS ACADEMY INDORE(M.P),1,Madhya Pradesh
1268,MANIT BHOPAL,1,Madhya Pradesh
1279,MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY,1,Madhya Pradesh
1343,GYAN GANGA COLLAGE COLLAGE OF TECHNOLOGY,1,Madhya Pradesh
1488,NIT BHOPAL,1,Madhya Pradesh
1772,DR.HARI SINGH GOUR UNIVERSITY,1,Madhya Pradesh
1917,"Rustamji Institute of Technology (BSF), Gwalior",1,Madhya Pradesh
1951,SAGE UNIVERSITY INDORE,1,Madhya Pradesh
1994,SCHOOL OF INFORMATION TECHNOLOGY RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA BHOPAL,1,Madhya Pradesh
2005,CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES INDORE,1,Madhya Pradesh
2755,VIT BHOPAL,1,Madhya Pradesh
789,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, JABALPUR",2,Madhya Pradesh
1164,IES - IPS ACADEMY INDORE M.P.,1,Madhya Pradesh
1603,"PANDIT DWARKA PRASAD MISHRA INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, DESIGN & MANUFACTURING (PDPM IIITDM).",1,Madhya Pradesh
2582,"VELLORE INSTITUTE OF TECHNOLOGY, BHOPAL",1,Madhya Pradesh
452,CAPGEMINI,3,Maharashtra
465,TCS,3,Maharashtra
467,SYMBIOSIS INSTITUTE OF TECHNOLOGY,3,Maharashtra
605,AMITY UNIVERSITY MUMBAI,2,Maharashtra
647,"VIIT,PUNE",2,Maharashtra
674,MIT ADT,2,Maharashtra
792,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY NAGPUR,2,Maharashtra
804,TECH MAHINDRA,2,Maharashtra
892,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,1,Maharashtra
944,JSPM IMPERIAL COLLEGE OF ENGINEERING AND RESEARCH WAGHOLI PUNE,1,Maharashtra
945,JSPM'S IMPERIAL COLLEGE OF ENGINEERING AND RESEARCH,1,Maharashtra
959,Jawa,1,Maharashtra
1064,INDIAN INSTITUTE OF TECHNOLOGY BOMBAY,1,Maharashtra
1185,IIIT NAGPUR,1,Maharashtra
1232,"MAHATMA BASAVESHWAR EDUCATION SOCIETY'S COLLEGE OF ENGINEERING, AMBAJOGAI",1,Maharashtra
1295,MERCEDES BENZ,1,Maharashtra
1297,MGM UNIVERSITY AURANGABAD MAHARASHTRA,1,Maharashtra
1305,MIT ADT UNIVERSITY,1,Maharashtra
1317,HEXAWARE TECHNOLOGIES,1,Maharashtra
1335,MRCW,1,Maharashtra
1360,MUMBAI UNIVERSITY,1,Maharashtra
1392,N.K ORCHID COLLEGE OF ENGINEERING AND TECHNOLOGY SOLAPUR,1,Maharashtra
1405,NAGPUR UNIVERSITY,1,Maharashtra
1464,NEAR POLMON COMPANY,1,Maharashtra
1504,NMIMS,1,Maharashtra
1557,PIMPRI CHINCHWAD COLLEGE OF ENGINEERING PUNE,1,Maharashtra
1564,P.R.POTE PATIL COLLEGE OF ENGINEERING AND MANAGEMENT,1,Maharashtra
1606,Pccoe,1,Maharashtra
1617,PRIYADARSHINI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Maharashtra
1622,EVERNORTH HEALTH SERVICES,1,Maharashtra
1625,EXPERIAN,1,Maharashtra
1627,F. C. RODRIGUES INSTITUTE OF TECHNOLOGY,1,Maharashtra
1628,FERGUSON CENTRE FOR HIGHER LEARNING,1,Maharashtra
1629,FISERV,1,Maharashtra
1633,DWARKADAS J SANGHVI COLLEGE OF ENGINEERING,1,Maharashtra
1685,E,1,Maharashtra
1777,DONT HAVE SUCH,1,Maharashtra
1864,RTMNU,1,Maharashtra
1903,Rishi ubr womens collage,1,Maharashtra
1926,CRRAO AIMSCS,1,Maharashtra
1933,D Y PATIL UNIVERSITY,1,Maharashtra
1947,SANDIP UNIVERSITY,1,Maharashtra
1948,SANDIP UNIVERSITY NASHIK,1,Maharashtra
1955,COVESTRO AG,1,Maharashtra
1957,COLLEGE OF ENGINEERING PUNE,1,Maharashtra
1983,SAVITRIBAI PHULE PUNE UNIVERSITY,1,Maharashtra
2041,SIES GRADUATE SCHOOL OF TECHNOLOGY,1,Maharashtra
2047,SIMPLIFORGE CREATIONS,1,Maharashtra
2120,SRI BALAJI UNIVERSITY PUNE,1,Maharashtra
2183,BRILLIO TECHNOLOGY,1,Maharashtra
2284,BIRLASOFT,1,Maharashtra
2336,SVIT,1,Maharashtra
2337,SVKM'S DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,1,Maharashtra
2393,Army Institute of Technology Pune,1,Maharashtra
2399,TECHMAHINDRA,1,Maharashtra
2425,UNIVERSAL AI UNIVERSITY,1,Maharashtra
2684,ALLANA INSTITUTE OF MANAGEMENT SCIENCES,1,Maharashtra
2695,VIIT,1,Maharashtra
2740,AIML,1,Maharashtra
2743,AJEENKYA DY PATIL UNIVERSITY LOHEGAON PUNE,1,Maharashtra
2744,AJEENKYA DY PATIL UNIVERSITY PUNE,1,Maharashtra
2746,AKBAR PEERBHOY COLLEGE OF COMMERCE AND ECONOMICS,1,Maharashtra
